id,nama_makanan,kalori,protein,lemak,karbohidrat
1663,"Burrito Ubi Jalar, Jamur, dan Kacang Hitam Cepat",632.0,21.0,27.0,76.25
1664,Ikan Bass Laut Hitam dengan Saus Rhubarb Jeruk Asam Manis,632.0,88.0,18.0,29.5
1665,Kari Udang dan Kerang,632.0,31.0,36.0,46.0
1666,Fettucine dengan Saus Krim Ayam dan Paprika,632.0,28.0,35.0,51.25
1667,Burger Salmon dengan Mayones Mustard Jahe,632.0,40.0,41.0,25.75
1668,Pizza Bawang Karamel dengan Jamur,632.0,16.0,24.0,88.0
1669,Sup Daun Bawang dan Kacang Cannellini,631.0,24.0,34.0,57.25
1670,Kakap di Atas Pasta Angel Hair dengan Krim Jeruk,631.0,45.0,24.0,58.75
1671,Campuran Berry Crumble dengan Oat dan Almond,630.0,13.0,25.0,88.25
1672,French Toast a la Santa Fe,630.0,11.0,60.0,11.5
1673,Ropa Vieja,630.0,43.0,26.0,56.0
1674,Tostadas Kacang Hitam dengan Salad Endive Keriting,630.0,19.0,37.0,55.25
1675,Lele Goreng a la Southern,630.0,30.0,48.0,19.5
1676,Daging Sapi Cacciatore,630.0,75.0,32.0,10.5
1677,Sandwich Steak dengan Pesto Tomat,629.0,30.0,40.0,37.25
1678,Kerang dengan Krim Kunyit,629.0,55.0,31.0,32.5
1679,Ravioli Kentang dan Keju dengan Saus Tomat Segar,629.0,27.0,20.0,85.25
1680,Spaghetti dengan Kerang dan Kacang Putih,629.0,33.0,18.0,83.75
1681,Tiram Krim dan Jamur Di Atas Roti Bakar,629.0,39.0,28.0,55.25
1682,Ayam Selai Chili dengan Ubi Jalar Karamel dan Persik,629.0,17.0,33.0,66.0
1683,Ikan Bass dengan Saus Kari Kelapa,629.0,36.0,49.0,11.0
1684,Tahu Bakar dengan Kacang Hijau dan Saus Kelapa Asia,629.0,10.0,56.0,21.25
1685,Pastrami dan Kentang Hash dengan Telur Goreng,629.0,36.0,36.0,40.25
1686,Ravioli dengan Saus Kenari Berbumbu,629.0,19.0,34.0,61.75
1687,Kacang mete goreng,629.0,21.5,56.6,19.8
1688,Salad Pasta Sosis Italia,628.0,28.0,27.0,68.25
1689,Lamb Shank Ragù dengan Bubur Jagung,628.0,36.0,34.0,44.5
1690,Salad Steak Panggang dengan Kacang Hijau dan Keju Biru,628.0,31.0,51.0,11.25
1691,Dada Ayam Panggang dengan Arugula dan Vinaigrette Thyme Zaitun,628.0,49.0,43.0,11.25
1692,Risotto dengan Asparagus dan Morel Ragoût,628.0,19.0,21.0,90.75
1693,"Artichoke, Mozzarella Segar, dan Sandwich Salami",628.0,37.0,45.0,18.75
1694,Salmon Ceri Bing Tom Douglas,628.0,21.0,39.0,48.25
1695,Salmon Bakar Jawa dan Bayam Layu,628.0,43.0,43.0,17.25
1696,Ayam Paprika dengan Hummus,627.0,45.0,44.0,12.75
1697,Salad Daging Sapi dan Mie Kedelai dengan Saus Kacang,627.0,29.0,30.0,60.25
1698,Ikan Bass Laut dengan Tomat dan Bawang,627.0,51.0,31.0,36.0
1699,Kerang Kari Pedas,627.0,56.0,27.0,40.0
1700,Burger Lebih Baik dari Belly Acres,627.0,31.0,44.0,26.75
1701,Ravioli Pangsit Kacang dan Parmesan,627.0,21.0,22.0,86.25
1702,Daging Sapi Serai Panggang dan Salad Mie,627.0,33.0,25.0,67.5
1703,Burger Tuna Bakar dengan Mayones Jahe-Bawang Putih,627.0,60.0,30.0,29.25
1704,"Galette Zucchini, Lemon, dan Ricotta Individu",627.0,17.0,45.0,38.5
1705,"Salmon Asap, Krim Asam Lobak, dan Sandwich Lavash Mentimun",626.0,54.0,40.0,12.5
1706,Frank dan Kacang,625.0,42.0,30.0,46.75
1707,Risotto Asparagus dan Shiitake,625.0,22.0,23.0,82.5
1708,Ayam Aztec,625.0,39.0,44.0,18.25
1709,Kangkung dan Jamur dengan Polenta Krim,625.0,21.0,35.0,56.5
1710,Coklat dan Campuran Nut Tart dalam Kerak Kue,625.0,11.0,42.0,50.75
1711,Pisang siam goreng,625.0,1.0,0.0,8.1
1712,Salad Steak Asia Tenggara,625.0,36.0,49.0,10.0
1713,Picadillo Tostadas,624.0,30.0,40.0,36.0
1714,Salad Kangkung Caesar Italia,624.0,11.0,51.0,30.25
1715,Mie Jepang Dingin dengan Ayam Panggang dan Sayuran,624.0,49.0,19.0,64.25
1716,Chowder Ikan Asap,623.0,31.0,37.0,41.5
1717,Daging atau Udang Panggang ala Tandoori,623.0,24.0,54.0,10.25
1718,Nasi Minty Panggang dengan Feta dan Rasa Delima,623.0,11.0,38.0,59.25
1719,Roti Jagung Brokoli Cheddar,623.0,18.0,33.0,63.5
1720,Ayam dengan Saus Lada-Bawang Putih Panggang,623.0,42.0,42.0,19.25
1721,Orzo India pedas,623.0,29.0,35.0,48.0
1722,Ikan Trout Balut Biji Labu,623.0,34.0,47.0,16.0
1723,Burger Feta dengan Bawang Merah Panggang,622.0,41.0,38.0,29.0
1724,Risotto Ramp dan Sosis,622.0,23.0,34.0,56.0
1725,Parmesan Terong,621.0,21.0,43.0,37.5
1726,Ayam Oriental,621.0,54.0,34.0,24.75
1727,"Orzo dengan Feta, Kacang Hijau, dan Tomat",621.0,23.0,31.0,62.5
1728,Sup Sayur dengan Kemangi dan Saus Bawang Putih,620.0,32.0,20.0,78.0
1729,Flounder Goreng dengan Kentang dalam Peterseli,620.0,32.0,30.0,55.5
1730,Campuran Sayuran dengan Keju Kambing dan Manisan Almond,620.0,12.0,45.0,41.75
1731,Fish-and-Chips,620.0,34.0,10.0,98.5
1732,"Ayam, Brokoli dan Fusilli dalam Saus Krim Bawang Putih",619.0,49.0,23.0,54.0
1733,Tumis Puyuh dengan Saus Shiitake Port,619.0,22.0,31.0,63.0
1734,Short Ribs Panggang ala Korea,619.0,63.0,31.0,22.0
1735,Daging Sapi Rebus Maroko,619.0,40.0,34.0,38.25
1736,Risotto Gaya Milan (Risotta Alla Milanese),619.0,17.0,26.0,79.25
1737,Parfait Puding Coklat Susu dengan Raspberry,619.0,14.0,34.0,64.25
1738,Paella Sosis Italia dan Paprika,618.0,34.0,18.0,80.0
1739,Osso Buco,618.0,61.0,31.0,23.75
1740,"Lasagna Jamur, Radicchio, dan Mozzarella Asap",618.0,30.0,35.0,45.75
1741,"Tumis Udang, Sayur, dan Kacang Mete",618.0,31.0,16.0,87.5
1742,Stew Domba dengan Plum Kering,618.0,65.0,19.0,46.75
1743,Taco Ayam Chipotle dengan Kentang dan Guacamole,618.0,28.0,29.0,61.25
1744,Butternut Squash dan Sup Kacang Putih,618.0,37.0,14.0,86.0
1745,Platter Salmon dengan Saus Caper,617.0,23.0,40.0,41.25
1746,Pai Pot Sayuran Ayam dan Musim Gugur,617.0,58.0,32.0,24.25
1747,Salad Ayam Lemon Panggang dengan Saus Krim Dill,617.0,49.0,37.0,22.0
1748,Steak Rib-Eye dengan Paprika dan Mentega Gorgonzola,617.0,21.0,53.0,14.0
1749,Strudel Domba dan Tomat Kering,617.0,25.0,47.0,23.5
1750,Domba Rebus Berbumbu dengan Wortel dan Bayam,617.0,37.0,47.0,11.5
1751,Ravioli Empat Keju dengan Jamur,617.0,21.0,28.0,70.25
1752,Angel Hair Pasta With Tuna ,616.0,32.0,16.0,86.0
1753,Kacang Polong dan Pasta Gula,616.0,21.0,17.0,94.75
1754,"Brokoli, Cabai Merah, dan Sup Keju Cheddar",616.0,24.0,30.0,62.5
1755,"Spaghetti Dieja, Tomat Anggur, dan Ricotta Panggang",616.0,26.0,28.0,65.0
1756,Kari Merah Sayur dan Tahu,616.0,26.0,35.0,49.25
1757,Sayuran Kukus dengan Kemangi Pecan Pesto,616.0,12.0,47.0,36.25
1758,"Bayam, Cabai Merah, dan Feta Quiche",615.0,16.0,49.0,27.5
1759,"Gemelli dengan Asparagus, Salmon Asap, dan Dill",615.0,23.0,18.0,90.25
1760,Burger Domba Turki,615.0,34.0,43.0,23.0
1761,Salmon Mangalore Direbus dengan Santan,615.0,32.0,47.0,16.0
1762,"Pasta dengan Ikan Putih Asap, Tomat, dan Bawang Putih",615.0,41.0,23.0,61.0
1763,"Terrine Akar Seledri Goreng, Kentang, dan Keju Kambing",615.0,13.0,54.0,19.25
1764,Pasta Lemon Asparagus,615.0,19.0,19.0,92.0
1765,Steak Burrito dengan Keju Monterey Jack,614.0,35.0,38.0,33.0
1766,Escarole Isi Nasi Mediterania,614.0,19.0,38.0,49.0
1767,Lasagna Keju Asap dan Sosis,614.0,30.0,38.0,38.0
1768,Sup Kepiting-Jagung,614.0,22.0,43.0,34.75
1769,"Dada Ayam Panggang dengan Kacang Garbanzo, Tomat, dan Paprika",614.0,46.0,34.0,31.0
1770,Linguine dengan Brokoli Rabe dan Lemon,613.0,26.0,15.0,93.5
1771,Sup Ayam Bubbe,613.0,38.0,26.0,56.75
1772,Kue Wajan Tepung Jagung dan Kismis dengan Sirup Apel-Kayu Manis,613.0,11.0,17.0,104.0
1773,Ravioli Keju dengan Bumbu dalam Kaldu Daging,613.0,30.0,36.0,42.25
1774,"Jamur Liar, Bawang Merah, dan Omelet Gruyère",613.0,31.0,47.0,16.5
1775,"Risotto dengan Daun Bawang, Jamur Shiitake, dan Truffle",613.0,16.0,32.0,65.25
1776,Gnocchi dengan Saus Tomat-Porcini Krim,612.0,22.0,15.0,97.25
1777,Chowder Seafood,612.0,87.0,19.0,23.25
1778,Orecchiette dengan Saus Mortadella dan Kacang Polong,612.0,20.0,39.0,45.25
1779,Renyah Aprikot-Walnut,612.0,10.0,28.0,80.0
1780,Haroseth (Pasta Buah Kering dan Kacang),612.0,14.0,38.0,53.5
1781,Asparagus Panggang dan Leek Frittata,612.0,26.0,49.0,16.75
1782,"Linguine dengan Tomat Mentah, Arugula, dan Saus Zaitun",611.0,19.0,17.0,95.5
1783,Salad Ayam Tandoori,611.0,56.0,37.0,13.5
1784,Penne dengan Almond Pesto dan Kacang Hijau,611.0,15.0,34.0,61.25
1785,Kerang ala Maroko,611.0,51.0,22.0,52.25
1786,Couscous Tujuh Sayuran dengan Harissa Bawang Chunky,610.0,11.0,37.0,58.25
1787,"Bahu Daging Sapi Muda dengan Jamur Porcini, Bawang Putih, dan Rosemary",610.0,70.0,31.0,12.75
1788,Udang Tepung Jagung Goreng dengan Risotto Butternut Squash,610.0,27.0,18.0,85.0
1789,Steak Daging Sapi dengan Saus Lada,610.0,35.0,46.0,14.0
1790,"Dada Ayam dengan Jamur Liar, Marjoram, dan Marsala",610.0,73.0,26.0,21.0
1791,Tart Mousse Selai Kacang Karamel,610.0,10.0,45.0,41.25
1792,Strata Sayuran dan Keju,610.0,34.0,34.0,42.0
1793,Lidah dengan Saus Mustard-Lobak,609.0,35.0,44.0,18.25
1794,Ikan Todak Panggang À La Niçoise,609.0,39.0,36.0,32.25
1795,Sancocho Dominika,609.0,38.0,31.0,44.5
1796,Pasta Cangkang Besar dengan Saus Seafood,609.0,42.0,14.0,78.75
1797,Salmon Panggang dengan Crème Fraîche Lobak,609.0,41.0,39.0,23.5
1798,Patty Melt a la Restoran,608.0,40.0,45.0,10.75
1799,Sloppy Joes,608.0,32.0,37.0,36.75
1800,Salmon Wasabi Renyah dengan Jeruk Nipis,608.0,51.0,38.0,15.5
1801,"Terong, Zucchini, Cabai Merah, dan Torte Parmesan",608.0,22.0,42.0,35.5
1802,Turnover Bayam dan Feta,608.0,29.0,19.0,80.25
1803,Cannelloni Labu dengan Kerang dan Mentega Sage Brown,608.0,41.0,29.0,45.75
1804,Salmon Rebus Cepat dengan Ratatouille Cepat,607.0,49.0,38.0,17.25
1805,Kari Zukini,607.0,21.0,39.0,43.0
1806,Dacquoise Kacang dengan Mousse Selai Kacang,607.0,14.0,39.0,50.0
1807,Onion Rings,607.0,11.0,27.0,80.0
1808,Pappardelle Labu Butternut dan Radicchio,607.0,15.0,30.0,69.25
1809,Sup Salmon,606.0,40.0,40.0,21.5
1810,Puding Roti Apel Cheddar,606.0,16.0,24.0,81.5
1811,Ayam Cheddar Empuk dengan Bayam Layu,606.0,30.0,43.0,24.75
1812,Linguine Kerang Panggang,606.0,28.0,16.0,87.5
1813,Pasta Seafood dengan Saus Herba Lemon-Saffron,606.0,26.0,34.0,49.0
1814,"Polenta dengan Sosis, Bawang dan Paprika",606.0,22.0,46.0,26.0
1815,Daging Cincang Klasik dengan Sayuran Panggang,606.0,45.0,21.0,59.25
1816,"Fettuccine dengan Morel, Asparagus, dan Keju Kambing",606.0,24.0,22.0,78.0
1817,Burger Isi Keju Cheddar,605.0,42.0,31.0,39.5
1818,Pasta dengan Tomat dan Keju Kambing,605.0,25.0,13.0,97.0
1819,Patty Sosis dengan Kenikmatan Cranberry-Kumquat,605.0,27.0,43.0,27.5
1820,"Phyllo Pie dengan Butternut Squash, Kangkung, dan Keju Kambing",605.0,26.0,34.0,48.75
1821,"Salad Kentang Panggang dengan Selada Air, Daun Bawang, dan Vinaigrette Keju Biru",605.0,12.0,36.0,58.25
1822,Roti Jagung Panzanella,605.0,15.0,33.0,62.0
1823,Monkfish Panggang dengan Lentil Kari dan Kembang Kol Mentega Kecokelatan,605.0,44.0,26.0,48.75
1824,Steak dengan Mustard dan Lada Hijau,604.0,40.0,44.0,12.0
1825,"Kacang Putih, Butternut Squash, Kale, dan Rebusan Zaitun",604.0,26.0,14.0,93.5
1826,Hati dan Bawang a la Venesia,603.0,36.0,41.0,22.5
1827,Linguine dengan Tomat dan Hati Artichoke,603.0,29.0,18.0,81.25
1828,Sup Daging Sapi Barley dengan Jamur Liar dan Parsnip,603.0,55.0,15.0,62.0
1829,"Pasta Tinta Cumi dengan Udang, Nduja, dan Tomat",603.0,31.0,22.0,70.25
1830,Spaghetti Farro dengan Jamur dan Hazelnut,603.0,17.0,26.0,75.25
1831,Fettuccine dengan Sosis dan Kangkung,602.0,42.0,28.0,45.5
1832,Pasta Cumi dan Adas dengan Lemon dan Rempah,602.0,30.0,20.0,75.5
1833,Casserole Rigatoni Tahu,602.0,35.0,28.0,52.5
1834,Parfait Ceri Maraschino,602.0,11.0,19.0,96.75
1835,Torta De Calabacitas,602.0,26.0,44.0,25.5
1836,Bisque Lobster,602.0,65.0,23.0,33.75
1837,Sup Udang Thailand dengan Lemon dan Jalapenos,602.0,49.0,22.0,52.0
1838,"Spaghetti One-Pot Kale, Tomat, dan Lemon",601.0,14.0,25.0,80.0
1839,Ayam Kari Hijau,601.0,24.0,37.0,43.0
1840,Linguine Makanan Laut,601.0,27.0,22.0,73.75
1841,Manicotti,601.0,31.0,29.0,54.0
1842,"Polenta, Keju Kambing, dan Tart Jamur",601.0,13.0,41.0,45.0
1843,Rebusan Lentil dengan Bayam dan Kentang,601.0,29.0,15.0,87.5
1844,Kerang dalam Saus Krim,600.0,55.0,25.0,38.75
1845,Pasta Pantry,600.0,26.0,23.0,72.25
1846,Sup Kacang Merpati,600.0,40.0,31.0,40.25
1847,"Orecchiette dengan Lentil, Bawang, dan Bayam",600.0,23.0,16.0,91.0
1848,puding moka,600.0,10.0,36.0,59.0
1849,Pasta Telur Lemon dan Salmon,600.0,17.0,33.0,58.75
1850,Sup Kentang-Daun Bawang dengan Keju,600.0,18.0,17.0,93.75
1851,Fillet Barramundi dengan Ubi Jalar Panggang dan Keripik Brussels Sprout,599.0,15.0,33.0,60.5
1852,"Farfalle dengan Ayam, Tomat, Bawang Karamel, dan Keju Kambing",599.0,29.0,24.0,66.75
1853,Bucatini Carbonara dengan Zucchini,598.0,25.0,28.0,61.5
1854,"Artichoke dengan Romano, Lada, dan Zaitun",598.0,18.0,48.0,23.5
1855,Ranch Beans,598.0,31.0,23.0,66.75
1856,Dendeng ikan mujair,598.0,74.3,26.9,9.2
1857,Steak Panggang dan Kentang dengan Saus Charmoula,598.0,38.0,31.0,41.75
1858,Dendeng mujair goreng,598.0,74.3,26.9,9.2
1859,Spumoni Sundaes dengan Saus Fudge Panas Espresso,598.0,10.0,40.0,49.5
1860,Salad Bayam Jeruk dan Jamur Hangat,598.0,16.0,43.0,36.75
1861,Domba dan Zucchini Fusilli Ditaburi Mentega Kemangi,597.0,23.0,26.0,67.75
1862,Steak Asia dan Salad Mie,597.0,41.0,19.0,65.5
1863,Salmon Dilapisi Madu dan Mustard,596.0,38.0,43.0,14.25
1864,Salad Puyuh Panggang dengan Saus Madu-Dijon,596.0,24.0,45.0,23.75
1865,"Tilapia dengan Saus Mentega Balsamic, Kentang Tumbuk Thyme, dan Kacang Polong",596.0,32.0,33.0,42.75
1866,Enfrijolada Kacang Pinto,596.0,22.0,33.0,52.75
1867,"Terong, Lada Panggang, dan Terrine Keju Kambing dengan Saus Peterseli",596.0,14.0,51.0,20.25
1868,Kerang Krim dan Rebusan Sayur Akar,595.0,48.0,24.0,46.75
1869,Pasta Telur Orak-arik,595.0,26.0,32.0,50.75
1870,"Rebusan Daging Sapi dengan Jamur, Bawang Merah dan Kentang",594.0,59.0,21.0,42.25
1871,Udang Asap dan Rebusan Halibut,594.0,61.0,27.0,26.75
1872,Pasta dengan Udang dan Artichoke,594.0,36.0,14.0,81.0
1873,Gulungan Collard Isi Sayur dan Ricotta dengan Saus Tomat,594.0,32.0,35.0,37.75
1874,Penne dan Gratin Sayuran,594.0,25.0,24.0,69.5
1875,Burger Domba Berbumbu,594.0,28.0,41.0,28.25
1876,"Lobster Dill, Alpukat, dan Salad Kentang dengan Saus Lobak Lieber",594.0,42.0,33.0,32.25
1877,Penne dengan Ikan Trout Asap dan Kacang Polong Gula,594.0,28.0,12.0,93.5
1878,Smorrebrod Salmon Asap,593.0,39.0,43.0,12.5
1879,Kue Ikan dengan Udang dan Salmon Asap,593.0,26.0,23.0,70.5
1880,Sup Kapulaga Wortel,593.0,17.0,25.0,75.0
1881,"Ikan Lele Kulit Oat Pinhead, Kembang Kol Panggang dan Sawi, dan Krim Lemon",593.0,32.0,40.0,26.25
1882,Puding Coklat Susu Selai Kacang,593.0,12.0,36.0,55.25
1883,Kaki Ayam Panggang Moster di Atas Arugula,593.0,47.0,38.0,15.75
1884,Torte Es Lemon dengan Saus Strawberry-Rhubarb,593.0,12.0,30.0,68.75
1885,Makaroni dan Keju Biru dengan Daun Bawang,593.0,26.0,32.0,50.25
1886,Salmon Dibungkus Phyllo dengan Daun Bawang dan Paprika Merah,593.0,33.0,37.0,32.0
1887,Risotto Biji Bunga Matahari dengan Labu dan Jamur,593.0,12.0,52.0,19.25
1888,Moussaka Domba dengan Kismis,593.0,24.0,37.0,41.0
1889,Campuran Sayuran dengan Crostini Keju Kambing,593.0,18.0,47.0,24.5
1890,Salad Ayam dan Nektarin dengan Mayones Jinten Panggang,593.0,47.0,40.0,11.25
1891,Roti Daging Sapi dengan Jamur dan Daun Bawang,592.0,33.0,42.0,20.5
1892,Sup Kacang Putih dan Sayur,592.0,27.0,18.0,80.5
1893,Aprikot Almond Linzertorte,592.0,10.0,36.0,57.0
1894,Artichoke Isi,592.0,19.0,42.0,34.5
1895,Bundel Kentang dan Kubis,592.0,18.0,29.0,64.75
1896,Chowder Clam Makan Malam,592.0,48.0,19.0,57.25
1897,Salmon Rebus Dingin dengan Saus Mustard-Lime,591.0,45.0,37.0,19.5
1898,Kari Ayam dengan Ubi Jalar,591.0,54.0,21.0,46.5
1899,Salad Ayam Kari dan Sayuran Mintz,591.0,28.0,38.0,34.25
1900,Jamur Portobello Diisi dengan Bayam dan Keju Kambing,591.0,19.0,51.0,14.0
1901,Kerang Tarragon Lime Bay di Atas Pasta Angel Hair,591.0,32.0,19.0,73.0
1902,"Rotini dengan Paprika, Bawang, dan Feta",591.0,20.0,16.0,91.75
1903,Ayam Panggang dengan Saus Barbekyu Root Beer,591.0,48.0,39.0,12.0
1904,Gurita dengan Linguine,591.0,47.0,11.0,76.0
1905,Pierogies dengan Asinan Kubis Rebus dan Jamur,590.0,15.0,13.0,103.25
1906,Keripik Kentang Goreng Oven dengan Thyme,590.0,11.0,21.0,89.25
1907,Risotto Lobster Truffle,590.0,28.0,29.0,54.25
1908,Sayap Ayam Panggang Thailand,590.0,45.0,38.0,17.0
1909,Nasi Merah Kacang,589.0,13.0,33.0,60.0
1910,Penne dengan Swiss Chard,589.0,23.0,21.0,77.0
1911,Souffle Keju Gruyère dengan Dill,589.0,23.0,49.0,14.0
1912,Stik Ikan Berbumbu Cabai,589.0,38.0,35.0,30.5
1913,Burrito Daging Sapi Pedas,589.0,47.0,19.0,57.5
1914,Gratin Kentang Keju Biru,588.0,14.0,44.0,34.0
1915,Salad Pasta Ayam dengan Saus Kari Krim,588.0,55.0,35.0,13.25
1916,Dua Kacang Polong dalam Pasta,588.0,25.0,17.0,83.75
1917,Ravioli Udang dengan Mentega Jahe Jeruk Nipis,588.0,26.0,21.0,73.75
1918,Pasta dengan Ikan Teri dan Tomat,587.0,25.0,12.0,94.75
1919,Kue Ricotta Stroberi-Oranye dengan Pistachio,587.0,16.0,29.0,65.5
1920,Pancake Gandum Utuh dengan Sirup Blackberry,587.0,11.0,18.0,95.25
1921,"Rigatoni dengan Saus Tomat, Kemangi, dan Jamur",587.0,20.0,19.0,84.0
1922,Pasta Primavera,587.0,20.0,24.0,72.75
1923,Nasi Goreng Udang dengan Jahe,587.0,34.0,33.0,38.5
1924,Tart Relleno Chili,587.0,20.0,45.0,25.5
1925,Puding Roti Brioche,587.0,14.0,19.0,90.0
1926,Crudité Musim Panas dengan Bagna Cauda,587.0,16.0,51.0,16.0
1927,Kue Keju Marzipan,586.0,11.0,45.0,34.25
1928,Kari Hijau dengan Bawang Keemasan dan Kacang Mete,586.0,22.0,48.0,16.5
1929,Orecchiette dengan Kangkung dan Remah Roti,586.0,21.0,22.0,76.0
1930,Pancake Tepung Jagung Buttermilk,586.0,16.0,22.0,81.0
1931,Sandwich Ayam Panggang dengan Sage Pesto dan Apel,586.0,12.0,51.0,19.75
1932,Sandwich Ayam dengan Mentega Kucai,586.0,31.0,37.0,32.25
1933,Saltimbocca Ayam Lembaran dengan Kentang Panggang dan Kangkung Renyah,586.0,69.0,21.0,30.25
1934,Burgundy Daging Sapi Cepat,586.0,34.0,33.0,38.25
1935,Kacang Garbanzo Maroko dan Feta Pitas,586.0,17.0,39.0,41.75
1936,Ceker Panggang dengan Jalapeño dan Tomat,586.0,39.0,43.0,10.75
1937,Linguine dengan Peterseli dan Bawang Putih,586.0,16.0,15.0,96.75
1938,Salmon Panggang dengan Daun Bawang dan Wijen,585.0,48.0,39.0,10.5
1939,Sorrentino Tiga Keju dengan Saus Tomat-Zaitun,585.0,23.0,39.0,35.5
1940,Wortel Panggang dengan Saus Keju,585.0,11.0,47.0,29.5
1941,Risotto Bit,584.0,11.0,18.0,94.5
1942,Bawang Karamel dan Linguine Cabai Merah Panggang,584.0,20.0,17.0,87.75
1943,Spaghetti Squash dengan Isian Sosis,584.0,27.0,36.0,38.0
1944,Salad Kacang dengan Lobak dan Keju Feta,584.0,29.0,22.0,67.5
1945,Salad Melon Zukini,583.0,46.0,39.0,12.0
1946,Kugel Mie Kismis Jeruk,583.0,18.0,30.0,60.25
1947,Torte Cokelat Meksiko,583.0,12.0,34.0,57.25
1948,Gratin Akar Kentang & Seledri dengan Daun Bawang,583.0,14.0,45.0,30.5
1949,Taco Ikan Lembut,583.0,51.0,19.0,52.0
1950,Pasta dengan Butternut Squash dan Bayam,583.0,23.0,14.0,91.25
1951,Tahu Goreng dengan Saus Bawang Putih Oriental,583.0,38.0,40.0,17.75
1952,Mie Jepang dengan Bok Choy dan Tahu,583.0,28.0,16.0,81.75
1953,Sup Kacang dengan Sosis dan Kentang,582.0,35.0,23.0,58.75
1954,Sup Kari Merah Thailand dengan Ayam dan Sayuran,582.0,29.0,47.0,10.75
1955,Gumbo-Laya Pedas,582.0,39.0,31.0,36.75
1956,Dada Ayam Berglazur Jalapeño,581.0,37.0,16.0,72.25
1957,Nasi dan Kacang Indian,581.0,18.0,10.0,104.75
1958,Salad Keju Kambing Hangat dengan Ceri Kering dan Vinaigrette Pancetta,581.0,17.0,45.0,27.0
1959,Tumis Daging Sapi Wijen dan Asparagus,581.0,33.0,43.0,15.5
1960,Hash Ayam-Cranberry,581.0,32.0,26.0,54.75
1961,Gnocchi Ricotta dengan Daun Bawang dan Kacang Fava,581.0,24.0,43.0,24.5
1962,Makaroni dengan Bumbu Daging Sapi dan Saus Tomat,580.0,32.0,24.0,59.0
1963,Pastitsio Bumbu Maroko dengan Domba dan Feta,580.0,24.0,33.0,46.75
1964,Sup Campuran Sayuran dan Sosis dengan Pangsit Tepung Jagung,580.0,22.0,34.0,46.5
1965,Bakso a la Spuntino,579.0,35.0,38.0,24.25
1966,"Tart Lemon, Madu, dan Kenari",579.0,10.0,31.0,65.0
1967,Puding Roti Coklat Putih dengan Ceri Rebus,579.0,12.0,31.0,63.0
1968,Lasagna Zucchini Panggang,579.0,38.0,35.0,28.0
1969,Soup Doria,579.0,23.0,24.0,67.75
1970,Puding Roti dan Mentega,579.0,11.0,40.0,43.75
1971,"Farfalle dengan Tuna, Tomat, dan Zaitun",579.0,30.0,19.0,72.0
1972,"Salmon Papillote dengan Adas, Kentang, dan Zaitun",579.0,45.0,36.0,18.75
1973,Ayam Pedas dengan Jamur dan Adas Bintang,578.0,55.0,27.0,28.75
1974,Kacang Pinto dan Cabai Sayur,578.0,27.0,14.0,86.0
1975,Sandwich Sosis Panggang dengan Adas dan Bawang Manis,577.0,21.0,42.0,28.75
1976,Gratin Adas dengan Remah Roti Walnut-Thyme,577.0,13.0,38.0,45.75
1977,"Couscous dengan Kismis Keemasan, Kacang Pinus, dan Daun Bawang",576.0,14.0,30.0,62.5
1978,Sup Tomat-Tarragon Dingin dengan Crouton,576.0,16.0,31.0,58.25
1979,Cobbler Sayuran Akar dengan Topping Biskuit Kucai,576.0,14.0,27.0,69.25
1980,Accidental Chicken,576.0,36.0,37.0,24.75
1981,Gulungan Lobster Tarragon,576.0,75.0,19.0,26.25
1982,Bisque Udang Cepat,576.0,44.0,31.0,30.25
1983,"Orecchiette dengan Garbanzos, Tomat, Feta, dan Mint",576.0,18.0,25.0,69.75
1984,Nasi Feta dan Mint,575.0,13.0,23.0,79.0
1985,Panini Ayam Herba dan Arugula,575.0,34.0,34.0,33.25
1986,Udang dan Mie Giling Kari,575.0,35.0,11.0,84.0
1987,Salad Provence,575.0,37.0,33.0,32.5
1988,Roti Pipih Kemangi dengan Tomat Panggang dan Minyak Kemangi,575.0,15.0,10.0,106.25
1989,Gnocchi Bayam Ricotta dengan Saus Tomat,574.0,36.0,36.0,26.5
1990,Kue Es Krim Susu Malt dengan Topping Blackberry,574.0,10.0,22.0,84.0
1991,Risotto Paprika Kuning,574.0,22.0,24.0,67.5
1992,Burger Blt,574.0,48.0,32.0,23.5
1993,Salmon dengan Saus Krim Peterseli,573.0,38.0,39.0,17.5
1994,Sup jagung,573.0,21.0,29.0,57.0
1995,Salad Caesar Jamur,572.0,13.0,49.0,19.75
1996,Sandwich Daging Sapi Panggang dengan Mayones Lobak,572.0,29.0,45.0,12.75
1997,"Pasta dengan Tomat, Mozzarella, dan Basil",572.0,24.0,26.0,60.5
1998,Domba dengan Tumis Zucchini,571.0,24.0,45.0,17.5
1999,Salmon dengan Salsa Cabai-Mangga,571.0,36.0,37.0,23.5
2000,"Pizza Kentang, Sage, dan Rosemary",571.0,22.0,24.0,66.75
2001,Sup Ayam dengan Alpukat dan Potongan Tortilla Renyah,570.0,37.0,39.0,17.75
2002,Bass Laut Pistachio dengan Salad Kepiting,570.0,42.0,39.0,12.75
2003,Nasi Pilaf dengan Kemangi dan Kacang Pinus,570.0,10.0,23.0,80.75
2004,Dada Ayam Berisi dengan Saus Cuka Sari,570.0,43.0,31.0,29.75
2005,Ayam Panggang Rosemary dan Bawang Putih,570.0,57.0,31.0,15.75
