,Food,Carbohydrates,Protein,Fats,Energy,Category
993,Fettucine dengan Salmon Asap dan Asparagus,53.0,20.0,25.0,517.0,Pasta
994,"Terong, Cabai Merah, dan Fontina Panini dengan Salad Bayam",18.0,28.0,37.0,517.0,Salad
995,Betis Daging Sapi Rebus dengan Kecap dengan Kayu Manis dan Adas Bintang,48.75,58.0,10.0,517.0,Masakan Barat
996,Udang dengan Jeruk,43.75,18.0,30.0,517.0,Lauk
997,Pot Roast dengan Kuah Kaya,31.0,62.0,16.0,516.0,Masakan Barat
998,Kacang goyang,44.4,14.7,31.1,516.0,Makanan ringan
999,Lasagna Sayuran Panggang,31.25,19.0,35.0,516.0,Sayur
1000,Kerang Kukus dengan Sofrito,40.75,50.0,17.0,516.0,Lauk
1001,Blintz Keju dengan Kompot Strawberry-Rhubarb,54.75,11.0,28.0,515.0,Makanan penutup
1002,"Puding Roti dengan Apel, Kismis, dan Buah Ara",58.25,12.0,26.0,515.0,Makanan penutup
1003,Halibut Pada Kacang Fava Tumbuk dengan Mint,29.75,45.0,24.0,515.0,Lauk
1004,Profiteroles dengan Es Krim Lavender Madu,37.75,10.0,36.0,515.0,Makanan penutup
1005,Salad Tomat Bayi dan Keju Kambing Segar,26.5,19.0,37.0,515.0,Salad
1006,Mie Benang Kacang dengan Acar Sayuran,55.5,10.0,28.0,514.0,Masakan Indonesia
1007,Salad Ayam dan Mangga dengan Saus Jahe-Jeruk,15.75,34.0,35.0,514.0,Salad
1008,"Ayam Rebus dengan Jantung Artichoke, Jamur, dan Paprika",38.0,32.0,26.0,514.0,Lauk
1009,Salad Tomat Pusaka dengan Keju Biru,46.0,15.0,30.0,514.0,Salad
1010,Spaetzle Herba,58.75,18.0,23.0,514.0,Pasta
1011,Pilus,647.0,1.0,27.8,514.0,Makanan ringan
1012,Nasi dan Mie Goreng dengan Ayam dan Cumi,59.25,22.0,21.0,514.0,Masakan Indonesia
1013,Orzo Carbonara,44.25,19.0,29.0,514.0,Pasta
1014,Tabbouleh Timur Tengah dan Salad Domba,31.5,18.0,35.0,513.0,Salad
1015,Stew Daging Sapi Flemish,30.0,60.0,17.0,513.0,Masakan Barat
1016,Peyek kacang tanah,44.3,17.5,32.5,513.0,Makanan ringan
1017,Spageti Alla Puttanesca,68.75,19.0,18.0,513.0,Pasta
1018,Bakso Saus Tomat,23.75,37.0,30.0,513.0,Lauk
1019,Abon ikan,21.3,23.7,37.0,513.0,Lauk
1020,Nasi Jollof,77.75,12.0,17.0,512.0,Karbohidrat
1021,Meatloaf Gaya Southern,16.75,37.0,33.0,512.0,Lauk
1022,Sayuran Akar Panggang dengan Saus Romesco,58.5,11.0,26.0,512.0,Sayur
1023,Paprika dengan Tepung Roti Almond-Bawang Putih,55.5,14.0,26.0,512.0,Sayur
1024,Penne Puttanesca dengan Ayam,54.0,29.0,20.0,512.0,Pasta
1025,Milan Ayam Lemon dengan Salad Arugula,17.25,59.0,23.0,512.0,Salad
1026,Kue tambang,60.4,26.0,26.0,512.0,Jajanan
1027,Ayam dengan Paprika dan Zaitun,18.0,38.0,32.0,512.0,Lauk
1028,Minestrone,48.25,21.0,26.0,511.0,Masakan Barat
1029,Hanger Steak dengan Bawang Merah,13.75,42.0,32.0,511.0,Lauk
1030,Aligot Gratin,28.0,21.0,35.0,511.0,Masakan Barat
1031,Fettuccine Quatro Formaggi,44.75,20.0,28.0,511.0,Pasta
1032,Wrap Mangga dan Udang,41.5,30.0,25.0,511.0,Masakan Barat
1033,Mie Soba Pedas Liu Shaokun dengan Ayam,43.25,37.0,21.0,510.0,Masakan Asia
1034,Domba Berbumbu dalam Pita,23.0,28.0,34.0,510.0,Sandwich
1035,Sosis Panggang Herba dan Labu,19.75,20.0,39.0,510.0,Lauk
1036,Taco Al Pastor,31.5,51.0,20.0,510.0,Masakan Barat
1037,Sup Mie Ayam Cina dengan Wijen dan Daun Bawang,55.5,36.0,16.0,510.0,Masakan Asia
1038,Steak Sisi Panggang dengan Rosemary,17.5,38.0,32.0,510.0,Lauk
1039,Stew Seafood dengan Tomat dan Kemangi,31.25,58.0,17.0,510.0,Masakan Barat
1040,Mangkuk Salmon Asia dengan Gerimis Jeruk Nipis,52.25,30.0,20.0,509.0,Masakan Asia
1041,Stroganov Daging Sapi Shiitake,50.0,12.0,29.0,509.0,Masakan Barat
1042,"Dada Bebek dengan Ketumbar, Endive, dan Saus Jeruk Asam Manis",45.0,44.0,17.0,509.0,Lauk
1043,Penne dengan Saus Kemangi-Makanan Laut,53.25,29.0,20.0,509.0,Pasta
1044,Strata Bayam dan Keju,29.75,30.0,30.0,509.0,Masakan Barat
1045,Huevos Rancheros Verdes,18.0,26.0,37.0,509.0,Sandwich
1046,Fusilli All'Amatriciana,57.0,14.0,25.0,509.0,Pasta
1047,Hash Daging Kornet,34.75,25.0,30.0,509.0,Masakan Barat
1048,Sandung Lamur Asam Manis dengan Bawang Merah dan Kentang,75.25,16.0,16.0,509.0,Masakan Barat
1049,"Pasta Musim Panas dengan Zaitun, Paprika Panggang, dan Caper",71.25,20.0,16.0,509.0,Pasta
1050,Quesadillas Keju dan Hominy dengan Salsa Tropis,48.75,22.0,25.0,508.0,Masakan Barat
1051,Gratin Kentang Keemasan Yukon dengan Lobak & Parmesan,26.0,11.0,40.0,508.0,Masakan Barat
1052,Nasi Pedas dengan Udang dan Paprika,48.5,29.0,22.0,508.0,Karbohidrat
1053,Trail Mix,62.0,11.0,24.0,508.0,Masakan Barat
1054,Chowder Kerang,42.75,37.0,21.0,508.0,Masakan Barat
1055,Bakso dengan Bulgur dalam Saus Bawang dan Tomat (Voli Me Plyguri),28.25,29.0,31.0,508.0,Lauk
1056,Gazpacho,47.25,12.0,30.0,507.0,Masakan Barat
1057,Kentang dan Sosis dengan Peterseli,46.0,20.0,27.0,507.0,Masakan Barat
1058,"Salad Mie Asia dengan Terong, Kacang Polong Gula, dan Saus Jeruk Nipis",74.75,16.0,16.0,507.0,Salad
1059,Tortilla Spanyol Kangkung dan Kentang,20.25,12.0,42.0,507.0,Masakan Barat
1060,Sushi Nasi Merah Quinoa,66.75,15.0,20.0,507.0,Masakan Asia
1061,Fajitas Daging Sapi Tusuk,24.75,30.0,32.0,507.0,Lauk
1062,Steak Pizzaiola,11.25,30.0,38.0,507.0,Lauk
1063,Telur Dadar Keju Herba dan Zucchini,11.0,28.0,39.0,507.0,Lauk
1064,Penne dengan Herbed Zucchini dan Keju Kambing,72.75,20.0,15.0,506.0,Pasta
1065,Linguine dan Zucchini dengan Saus Bagna Cauda,61.75,13.0,23.0,506.0,Pasta
1066,Sandwich Wortel dan Keju Kambing Maroko dengan Tapenade Zaitun Hijau,43.75,13.0,31.0,506.0,Sandwich
1067,Nasi Liar dengan Ikan Asap dan Kacang Polong,51.5,30.0,20.0,506.0,Masakan Barat
1068,Sup Jagung dan Lobster,39.0,29.0,26.0,506.0,Masakan Indonesia
1069,Tumis Tahu dan Daun Bawang dengan Daging Sapi Giling,21.75,35.0,31.0,506.0,Masakan Barat
1070,Keju Kambing Provencal dan Souffle Herba,16.25,27.0,37.0,506.0,Masakan Barat
1071,Paella,52.5,13.0,27.0,505.0,Masakan Barat
1072,Mangkuk Smoothie Super Hijau dengan Matcha dan Jahe,28.5,10.0,39.0,505.0,Makanan penutup
1073,Burger Portobello Panggang dengan Piquillo Pepper Aïoli dan Selada Air,37.25,17.0,32.0,505.0,Sandwich
1074,Sloppy Tacos,40.0,39.0,21.0,505.0,Masakan Barat
1075,Burger Domba Mint,19.5,28.0,35.0,505.0,Sandwich
1076,"Terong Panggang, Sandwich dengan Lemon Aïoli, Feta, dan Mint",57.0,13.0,25.0,505.0,Sandwich
1077,Gumbo Sosis Udang dan Andouille,19.25,35.0,32.0,505.0,Masakan Barat
1078,Chiles Anchos Rellenos De Queso (Ancho Chiles Isi Keju),16.5,22.0,39.0,505.0,Masakan Barat
1079,French Toast Pisang-Kayu Manis,50.75,17.0,26.0,505.0,Makanan penutup
1080,Sup Sayuran Panggang Pedas dengan Tortilla Panggang,84.0,13.0,13.0,505.0,Masakan Barat
1081,Ayam Madu-Jeruk,25.75,71.0,13.0,504.0,Lauk
1082,Pappardelle dengan Ragù Ayam dan Jamur,13.5,27.0,38.0,504.0,Pasta
1083,"Udang, Lobster, dan Salad Bengkuang",10.5,84.0,14.0,504.0,Salad
1084,Daging Sapi Muda dengan Saus Tomat-Jeruk-Basil,13.5,36.0,34.0,504.0,Lauk
1085,Casserole Ayam dan Sayuran Meksiko,14.0,31.0,36.0,504.0,Masakan Barat
1086,Lelehan Tuna Zaitun dan Adas,23.25,33.0,31.0,504.0,Masakan Barat
1087,Telur Goreng Di Atas Salad Lentil Hangat dengan Lardon,30.5,28.0,30.0,504.0,Salad
1088,"Fettuccine dengan Asparagus, Pesto Hijau Bit, dan Telur Rebus",74.75,22.0,13.0,504.0,Pasta
1089,Ayam Lemon Kulit Parmesan,21.25,62.0,19.0,504.0,Lauk
1090,Buncis Berbumbu Tomat,52.75,17.0,25.0,504.0,Sayur
1091,Lentil San Stefano,59.75,19.0,21.0,504.0,Masakan Barat
1092,Kemplang goreng,57.1,5.6,28.1,504.0,Makanan ringan
1093,"Salad Ayam dengan Lentil, Kacang Polong, dan Mint",37.25,48.0,18.0,503.0,Salad
1094,Burger Tuna Niçoise,32.25,35.0,26.0,503.0,Sandwich
1095,Hashbrown Cabai Hijau,44.0,12.0,31.0,503.0,Masakan Barat
1096,Polenta Dilapisi Kubis dan Sosis,10.0,19.0,43.0,503.0,Masakan Barat
1097,Steak Flap Sirloin Panggang ,13.5,47.0,29.0,503.0,Lauk
1098,Salmon yang Diasinkan Miso dengan Jeruk dan Shiitake,10.0,39.0,34.0,502.0,Lauk
1099,Kakap Merah Serpihan Nasi dengan Saus Cabai Panggang,24.75,40.0,27.0,502.0,Lauk
1100,Enchilada Keju dengan Saus Tomatillo-Cabai Hijau,34.5,28.0,28.0,502.0,Masakan Barat
1101,Enchilada Ayam Berlapis dengan Saus Tomatillo-Ketumbar,27.25,42.0,25.0,502.0,Masakan Barat
1102,Stew Daging Sapi Puerto Rico,63.25,33.0,13.0,502.0,Masakan Barat
1103,Pasta Penne Panggang dengan Ragoût Jamur Liar,58.25,20.0,21.0,502.0,Pasta
1104,Zucchini Goreng dengan Bumbu dan Keju,19.0,12.0,42.0,502.0,Masakan Barat
1105,Tumis Domba dan Jamur Shiitake,28.75,27.0,31.0,502.0,Lauk
1106,Salad Mangga dan Nasi Kelapa,62.75,11.0,23.0,502.0,Salad
1107,Daging Sapi Rebus dengan Saus Tomat,24.25,45.0,25.0,502.0,Lauk
1108,"Bulgur dengan Daun Bawang, Cranberry, dan Almond",66.5,16.0,19.0,501.0,Masakan Barat
1109,Acar Udang dan Sayuran,67.25,13.0,20.0,501.0,Masakan Barat
1110,Ricotta Gelato dengan Saus Blackberry,71.75,13.0,18.0,501.0,Makanan penutup
1111,Mie Kacang dengan Sayuran Jahe dan Tahu,51.75,24.0,22.0,501.0,Makanan penutup
1112,Pie Bawang Vidalia,37.5,11.0,34.0,500.0,Masakan Barat
1113,Tart Daun Bawang Belgia dengan Keju Kambing Tua (Flamiche Aux Poireaux),27.25,10.0,39.0,500.0,Masakan Barat
1114,Sandwich Ayam Panggang dan Sayuran dengan Mayones Tarragon,43.5,14.0,30.0,500.0,Sandwich
1115,Pilaf Lentil-dan-Nasi Lebanon dengan Bawang Hitam,70.75,16.0,17.0,500.0,Masakan Timur Tengah
1116,Nasi Goreng Cina Deluxe,51.75,17.0,25.0,500.0,Masakan Asia
1117,"Stew Daging Sapi dengan Kentang, Tomat, dan Oregano",47.75,39.0,17.0,500.0,Lauk
1118,"Pasta dengan Udang, Tomat, dan Bawang Putih",83.0,15.0,12.0,500.0,Pasta
1119,Japilus,67.3,1.2,25.1,500.0,Makanan ringan
1120,Kerang dengan Hazelnut dan Vinaigrette Mentega Kecokelatan,13.0,31.0,36.0,500.0,Lauk
1121,Paella Cepat,66.25,25.0,15.0,500.0,Masakan Barat
1122,Tri-Tip Diasinkan dengan Saus Mustard Cina dan Daun Bawang Panggang dan Jamur,25.75,43.0,25.0,500.0,Lauk
1123,Tiram Panggang dengan Jagung Jalapeño Salsita,50.5,25.0,22.0,500.0,Lauk
1124,Ikan Fajitas,32.25,34.0,26.0,499.0,Lauk
1125,Strata Keju Cheddar dan Paprika Merah,28.75,24.0,32.0,499.0,Masakan Barat
1126,"Strata Cheddar, Sayur dan Sosis",25.5,25.0,33.0,499.0,Sayur
1127,"Kentang, Bawang Karamel, dan Gratin Keju Kambing",64.75,15.0,20.0,499.0,Masakan Barat
1128,Mie Benang Kacang dengan Daging Sapi dan Pir Asia,43.75,27.0,24.0,499.0,Masakan Asia
1129,Dada Bebek dan Salad Frisee,25.0,21.0,35.0,499.0,Salad
1130,Ikan Dorade dengan Kentang dan Saus Tomat Meledak,31.0,44.0,22.0,498.0,Masakan Barat
1131,Ayam Panggang dengan Bawang dan Kecap,14.75,49.0,27.0,498.0,Lauk
1132,Salad pasta Tuna,48.25,20.0,25.0,498.0,Salad
1133,Peyek kacang uci,50.8,17.0,27.6,497.0,Makanan Ringan
1134,Flan Krim Keju,67.25,12.0,20.0,497.0,Makanan penutup
1135,Sup Bayam dan Kerang,12.75,26.0,38.0,497.0,Masakan Barat
1136,Salad Minestrone,66.75,17.0,18.0,497.0,Salad
1137,"Bass Bergaris dengan Swiss Chard, Chestnut, dan Vinaigrette Delima",35.5,28.0,27.0,497.0,Lauk
1138,Pita Ayam Berbumbu Shawarma dengan Saus Tahini-Yogurt,26.0,42.0,25.0,497.0,Masakan Barat
1139,Hash Daging Kornet dengan Telur Goreng,47.75,18.0,26.0,497.0,Masakan Barat
1140,Salad Pasta Caesar,59.75,15.0,22.0,497.0,Salad
1141,Roti Panettone dan Pudding Mentega,69.25,12.0,19.0,496.0,Makanan penutup
1142,Ikan Utuh Panggang Korsika dengan Remah Roti dan Ikan Teri,21.5,62.0,18.0,496.0,Lauk
1143,Kari Salad Ayam,23.0,29.0,32.0,496.0,Salad
1144,Salad Kacang Garbanzo dengan Tomat dan Cabai Chipotle,51.75,18.0,24.0,495.0,Salad
1145,Spaghetti Gandum Utuh dengan Keju Kambing dan Arugula,45.75,24.0,24.0,495.0,Pasta
1146,Linguine dengan Terong,68.25,15.0,18.0,495.0,Pasta
1147,Mie Soba Pedas dengan Shiitake dan Kubis,55.5,21.0,21.0,495.0,Masakan Asia
1148,Ikan Mahi-Mahi dengan Kerak Kacang Macadamia,11.5,29.0,37.0,495.0,Lauk
1149,"Farfalle dengan Jamur Hutan, Kacang Polong, dan Peterseli",46.5,12.0,29.0,495.0,Pasta
1150,Sup Ayam Vietnam dengan Nasi,54.75,26.0,19.0,494.0,Masakan Asia
1151,Linguine dengan Kerang dalam Saus Kacang Hitam,80.25,14.0,13.0,494.0,Pasta
1152,Tostadas Salad Udang dengan Tomat dan Mentimun,29.25,11.0,37.0,494.0,Salad
1153,Kue Kepiting Lemon Pedas dengan Campuran Sayuran,20.75,24.0,35.0,494.0,Masakan Barat
1154,Labu Butternut Panggang dengan Tomat dan Kacang Pinus,49.5,11.0,28.0,494.0,Sayur
1155,Roti Pipih Bawang-Adas,78.75,11.0,15.0,494.0,Masakan Barat
1156,"Stew Sumo (Chanko Nabe) dengan Udang, Bakso, dan Bok Choy",50.25,35.0,17.0,494.0,Masakan Asia
1157,Ayam Marsala dengan Sage,14.5,55.0,24.0,494.0,Lauk
1158,Acar Udang,15.75,22.0,38.0,493.0,Lauk
1159,Keju Halloumi Mendesis dengan Kacang Fava dan Mint,22.0,27.0,33.0,493.0,Masakan Barat
1160,"Lasagna Merah, Putih, dan Hijau",41.25,28.0,24.0,493.0,Pasta
1161,Pasta Halloween Hitam dan Oranye,83.25,13.0,12.0,493.0,Masakan Barat
1162,Ayam Panggang Balsamic dan Tomat,34.0,42.0,21.0,493.0,Lauk
1163,Salad Daging Sapi Teriyaki Hangat,13.0,45.0,29.0,493.0,Salad
1164,Kari Cepat,17.75,38.0,30.0,493.0,Masakan Barat
1165,Kue Tart Sayuran Musim Panas,32.5,12.0,35.0,493.0,Masakan Barat
1166,Udang Creole,39.0,30.0,24.0,492.0,Lauk
1167,Bubur Jagung Maverick,36.25,26.0,27.0,492.0,Masakan Barat
1168,"Tart Endif, Stilton, dan Pir",41.0,10.0,32.0,492.0,Masakan Barat
1169,"Ayam Panggang dengan Brokoli Rabe, Kentang Fingerling, dan Jus Bawang Putih-Peterseli",28.75,47.0,21.0,492.0,Lauk
1170,Krep California Selatan,24.0,27.0,32.0,492.0,Masakan Barat
1171,Biskuit ala Rumahan dengan Kuah Jamur Shiitake,59.0,10.0,24.0,492.0,Masakan Barat
1172,"Mie Soba dengan Sayuran, Tahu Renyah, dan Biji Wijen Panggang",56.0,22.0,20.0,492.0,Masakan Asia
1173,Pissaladiere,62.25,11.0,22.0,491.0,Masakan Barat
1174,Lamb Rack Panggang dengan Saus Mint,54.0,17.0,23.0,491.0,Lauk
1175,Kacang Merah dan Nasi a la New Orleans dengan Sosis Fulcher,47.75,30.0,20.0,491.0,Masakan Barat
1176,Dada Ayam dengan Daun Bawang dan Jamur,26.5,40.0,25.0,491.0,Lauk
1177,Tumis Ayam dengan Saus Jambu Biji,30.75,56.0,16.0,491.0,Lauk
1178,Stew Seafood dengan Adas dan Timi,25.0,57.0,18.0,490.0,Masakan Barat
1179,Sup Lentil Sayur,64.25,20.0,17.0,490.0,Masakan Barat
1180,Sup Kari Kacang Tanah,39.25,18.0,29.0,490.0,Masakan Asia
1181,Pain Perdu Parmesan Gurih dengan Telur Rebus dan Sayuran,23.5,27.0,32.0,490.0,Masakan Barat
1182,Potsticker Ayam dan Herba dengan Saus Mint-Cabai,25.0,12.0,38.0,490.0,Lauk
1183,Gratin Kacang Putih dan Selada Air,64.0,27.0,14.0,490.0,Masakan Barat
1184,Sup Kerang Nantucket,14.5,27.0,36.0,490.0,Masakan Barat
1185,Kerang Panggang dengan Topping Remah Roti Herbed,55.25,29.0,17.0,490.0,Lauk
1186,Pai Jeruk Nipis Kunci,64.25,11.0,21.0,490.0,Makanan penutup
1187,Ayam Rebus dengan Bawang dan Bumbu,11.75,50.0,27.0,490.0,Masakan Indonesia
1188,Pukulan Kacang,30.25,18.0,33.0,490.0,Makanan penutup
1189,Sup Labu Musim Dingin dengan Gruyère Crouton,63.0,19.0,18.0,490.0,Masakan Barat
1190,Hati Anak Sapi dengan Apel dan Bawang,25.25,41.0,25.0,490.0,Lauk
1191,Filet Mignon dengan Saus Stroganov,44.75,19.0,26.0,489.0,Lauk
1192,Spaghetti dengan Saus Tomat Tanpa Masak dan Hazelnut,72.25,14.0,16.0,489.0,Pasta
1193,Pizza Domba Pedas dengan Peterseli–Salad Bawang Merah,36.0,21.0,29.0,489.0,Salad
1194,Orecchiette dengan Ragù Bebek Berbumbu,45.25,23.0,24.0,489.0,Pasta
1195,Ikan Cod yang Diasinkan Miso dengan Cuka Balsamic dan Grapefruit,37.0,38.0,21.0,489.0,Lauk
1196,Steak Diane,27.5,43.0,23.0,489.0,Lauk
1197,"Makanan Laut, Alpukat, dan Salad Hati Palm",10.5,24.0,39.0,489.0,Salad
1198,Taco Skirt Steak Panggang dengan Acar Jagung,33.5,28.0,27.0,489.0,Masakan Barat
1199,"Orecchiette dengan Jagung, Kemangi, dan Kacang Pinus",67.5,14.0,18.0,488.0,Pasta
1200,"Sup Kentang, Cheddar, dan Kucai",72.75,20.0,13.0,488.0,Masakan Barat
1201,Kerang Kukus Thailand Pedas,25.5,47.0,22.0,488.0,Masakan Asia
1202,Smorgastarta,24.0,17.0,36.0,488.0,Masakan Barat
1203,"Ragoût Daging Sapi, Wortel, dan Kastanye",32.0,45.0,20.0,488.0,Masakan Barat
1204,Sup Kacang Hitam,45.0,14.0,28.0,488.0,Masakan Barat
1205,Puding Roti Kismis Pinto dengan Apel dan Keju,76.0,10.0,16.0,488.0,Makanan penutup
1206,Salad Cavatelli dengan Artichoke dan Keju Kambing,49.25,14.0,26.0,487.0,Salad
1207,Pasta Salad dengan Tomat dan Jagung,54.0,16.0,23.0,487.0,Salad
1208,Ayam Kreol dan Okra Gumbo,17.0,26.0,35.0,487.0,Masakan Barat
1209,Salad Pasta Dasi Kupu-Kupu Asia dengan Udang dan Sayuran,53.25,19.0,22.0,487.0,Salad
1210,"Tsimmes dengan Bit, Lobak, dan Daging Sapi",29.0,50.0,19.0,487.0,Masakan Barat
1211,Tortilla Panggang dengan Keju Kambing Herbed,48.75,19.0,24.0,487.0,Sandwich
1212,Tumis Polenta dengan Sosis Italia Manis dan Brokoli Rabe,50.0,29.0,19.0,487.0,Masakan Barat
1213,Kue Salmon dengan Saus Yogurt Lemon,12.75,28.0,36.0,487.0,Masakan Barat
1214,"Salad Kacang Hitam, Jagung, dan Tomat",62.5,23.0,16.0,486.0,Salad
1215,Halibut dalam Hazelnut Romesco dengan Kentang,17.0,37.0,30.0,486.0,Lauk
1216,Kue Ejaan Espresso Coklat,64.25,10.0,21.0,486.0,Makanan penutup
1217,Salad Couscous dengan Udang dan Mint,50.5,26.0,20.0,486.0,Salad
1218,"Kebab Ayam, Jamur, dan Bok Choy",10.75,23.0,39.0,486.0,Masakan Asia
1219,Ikan Trout dengan Salsa Buah Tropis dan Campuran Sayuran,18.75,33.0,31.0,486.0,Lauk
1220,Gumbo Makanan Laut Eula Mae,25.0,38.0,26.0,486.0,Masakan Barat
1221,Keripik ubi,67.6,0.2,23.9,486.0,Makanan ringan
1222,Keripik lampung,69.7,1.7,22.2,485.0,Makanan ringan
1223,Ayam Lemon,15.0,41.0,29.0,485.0,Lauk
1224,"Ziti Panggang dengan Jamur, Paprika, dan Parmesan",56.25,20.0,20.0,485.0,Masakan Barat
1225,"Lentil, Kacang Garbanzo, dan Salad Tomat",57.25,21.0,19.0,484.0,Salad
1226,"Campanelle dengan Kacang Putih, Lemon, dan Burrata",74.5,24.0,10.0,484.0,Pasta
1227,"Halibut Panggang, Terong, dan Baby Bok Choy dengan Saus Barbekyu Korea",35.0,41.0,20.0,484.0,Lauk
1228,Crepes Makanan Laut Kari,50.5,30.0,18.0,484.0,Masakan Asia
1229,Ikan Bass dengan Saus Paprika Panggang Pedas,15.5,38.0,30.0,484.0,Lauk
1230,Bulgogi Domba dengan Saus Pir Asia,33.25,18.0,31.0,484.0,Lauk
1231,Kentang Isi Bawang Putih Cheddar,44.25,16.0,27.0,484.0,Masakan Barat
1232,Ikan Todak Panggang dengan Mentega Jeruk Nipis Ketumbar,14.75,41.0,29.0,484.0,Lauk
1233,Bourguignon Daging Sapi,33.0,45.0,19.0,483.0,Masakan Barat
1234,Torte Almond-Lemon dengan Stroberi Segar,38.0,13.0,31.0,483.0,Makanan penutup
1235,Salad Steak Musim Panas dengan Saus Jahe-Jeruk Nipis,16.75,32.0,32.0,483.0,Salad
1236,Gratin Bayam dan Daun Bawang dengan Topping Remah Roquefort,33.5,13.0,33.0,483.0,Masakan Barat
1237,Tumis Seafood Meksiko dengan Salsa Alpukat-Mangga,28.5,27.0,29.0,483.0,Lauk
1238,Hot Pot Ayam Asia dengan Saus Wijen dan Bawang Putih,31.5,35.0,24.0,482.0,Masakan Asia
1239,Ayam Asap Kari dan Salad Nasi Liar,38.0,24.0,26.0,482.0,Salad
1240,Arugula dan Ravioli Keju Kambing,34.25,12.0,33.0,482.0,Masakan Barat
1241,Roti Panggang Tuscan dan Salad Kacang Putih,47.75,14.0,26.0,481.0,Salad
1242,Ikan Bass Berglazur dengan Saus Mentega Jahe,23.0,14.0,37.0,481.0,Lauk
1243,Salad Pasta dengan Gibb Terong Panggang,55.25,11.0,24.0,481.0,Salad
1244,"Penne Gaya Yunani dengan Domba, Parsnip, Tomat, dan Kayu Manis",69.5,17.0,15.0,481.0,Pasta
1245,Bubur Jagung Sosis Keju,27.5,23.0,31.0,481.0,Masakan Barat
1246,Keripik singkong berbumbu,73.6,2.2,19.7,481.0,Makanan ringan
1247,Lentil Merah dan Kari Tahu,33.0,31.0,25.0,481.0,Masakan Barat
1248,Ayam dengan Bawang Bayi,11.5,30.0,35.0,481.0,Lauk
1249,Tusuk Sate Domba Panggang dengan Bumbu Mint Pedas,28.75,33.0,26.0,481.0,Lauk
1250,Ayam Parmesan dengan Campuran Baby Greens,18.25,48.0,24.0,481.0,Lauk
1251,Rigatoni dengan Keju Gorgonzola,50.75,20.0,22.0,481.0,Pasta
1252,French Toast a la Restoran,44.5,15.0,27.0,481.0,Masakan Barat
1253,Napoleon Dari Kepiting dan Apel,28.5,22.0,31.0,481.0,Masakan Barat
1254,Kue Krim Stroberi,65.25,10.0,20.0,481.0,Makanan penutup
1255,Kacang negara (Kalimantan),58.5,18.4,19.1,480.0,Makanan ringan
1256,Salad Ayam Panggang dan Mangga dengan Yogurt,16.0,59.0,20.0,480.0,Salad
1257,Quesadillas Keju Kambing dengan Saus Cabai Merah Panggang,44.0,13.0,28.0,480.0,Masakan Barat
1258,Pasta E Fagioli Con Salsicce (Pasta dan Kacang dengan Sosis),61.25,25.0,15.0,480.0,Pasta
1259,Lasagna Asparagus,38.25,30.0,23.0,480.0,Pasta
1260,Salad Orzo dengan Sayuran dan Rempah-rempah,59.5,11.0,22.0,480.0,Salad
1261,"Ayam Rebus dengan Tomat, Zaitun, dan Kacang Hijau",14.0,52.0,24.0,480.0,Lauk
1262,Salad Mediterania dengan Buncis dan Arugula,32.5,22.0,29.0,479.0,Salad
1263,Boeuf Bourguignon,23.75,42.0,24.0,479.0,Masakan Barat
1264,Risotto Herba Hijau,66.0,11.0,19.0,479.0,Masakan Barat
1265,Sup Kacang Putih dan Escarole dengan Polenta Pedas,44.0,15.0,27.0,479.0,Masakan Barat
1266,Kacang bogor goreng,58.9,12.7,23.2,479.0,Makanan ringan
1267,Keripik singkong,72.0,0.9,20.7,478.0,Makanan ringan
1268,Ayam Cabai Verde,29.25,25.0,29.0,478.0,Lauk
1269,Bahu Daging Sapi Direbus dengan Gremolata dan Salad Tomat-Zaitun,13.0,57.0,22.0,478.0,Salad
1270,Serimping Talas Kebumen,69.2,2.5,21.2,478.0,Masakan Indonesia
1271,Medley Sayuran Musim Semi yang Direbus,61.0,18.0,18.0,478.0,Sayur
1272,Tuna Tonnato dengan Salad Terong,26.75,32.0,27.0,478.0,Salad
1273,Tumis Ayam dan Kacang Mete,12.0,24.0,37.0,477.0,Masakan Indonesia
1274,Tumis Ayam Wijen dan Shiitake,17.5,41.0,27.0,477.0,Masakan Asia
1275,"Turnover Puff Pastry dengan Udang, Kerang, dan Bayam",33.0,12.0,33.0,477.0,Masakan Barat
1276,"Sup Sosis Asap, Kangkung, dan Kentang",53.75,25.0,18.0,477.0,Masakan Barat
1277,Kue Kepiting Louisiana,22.5,27.0,31.0,477.0,Masakan Barat
1278,Kerupuk udang,68.5,4.7,20.5,477.0,Makanan ringan
1279,Fettuccine Kerang dan Bayam dengan Saus Krim Paprika Merah,63.5,22.0,15.0,477.0,Pasta
1280,Spageti dengan Tomat dan Pesto Kenari,70.75,17.0,14.0,477.0,Pasta
1281,Kebab Ayam Siram Kecap Asin dengan Taburan Wijen-Jeruk,28.0,26.0,29.0,477.0,Masakan Asia
1282,Burger Koboi,35.5,25.0,26.0,476.0,Sandwich
1283,Cod Panggang dengan Adas dan Jeruk,34.0,40.0,20.0,476.0,Lauk
1284,Sayuran Musim Gugur Layu dengan Vinaigrette Mustard Madu,41.5,10.0,30.0,476.0,Sayur
1285,Penne dengan Sosis dan Saus Tomat,68.0,24.0,12.0,476.0,Pasta
1286,Kentang Tumbuk Keju Kambing dengan Daun Bawang dan Daun Bawang,60.25,16.0,19.0,476.0,Masakan Barat
