Name,Calories,Fat_g,Carbs_g,Protein_g,Serving_Size_g
Minestrone,511.0,12.2,48.2,21.0,100.0
Hanger Steak dengan Bawang Merah,511.0,22.5,13.8,42.0,100.0
Aligot Gratin,511.0,8.1,28.0,21.0,100.0
Fettuccine Quatro Formaggi,511.0,2.6,44.8,20.0,100.0
Wrap Mangga dan Udang,511.0,1.9,41.5,30.0,100.0
Mie Soba Pedas Liu Shaokun dengan Ayam,510.0,12.3,43.2,37.0,100.0
Domba Berbumbu dalam Pita,510.0,6.4,23.0,28.0,100.0
Sosis Panggang Herba dan Labu,510.0,10.7,19.8,20.0,100.0
Taco Al Pastor,510.0,14.8,31.5,51.0,100.0
Sup Mie Ayam Cina dengan Wijen dan Daun Bawang,510.0,3.4,55.5,36.0,100.0
Steak Sisi Panggang dengan Rosemary,510.0,14.0,17.5,38.0,100.0
Stew Seafood dengan Tomat dan Kemangi,510.0,14.2,31.2,58.0,100.0
Mangkuk Salmon Asia dengan Gerimis Jeruk Nipis,509.0,0.3,52.2,30.0,100.0
Stroganov Daging Sapi Shiitake,509.0,13.0,50.0,12.0,100.0
"Dada Bebek dengan Ketumbar, Endive, dan Saus Jeruk Asam Manis",509.0,1.3,45.0,44.0,100.0
Penne dengan Saus Kemangi-Makanan Laut,509.0,10.1,53.2,29.0,100.0
Strata Bayam dan Keju,509.0,13.2,29.8,30.0,100.0
Huevos Rancheros Verdes,509.0,14.5,18.0,26.0,100.0
Fusilli All'Amatriciana,509.0,9.8,57.0,14.0,100.0
Hash Daging Kornet,509.0,5.1,34.8,25.0,100.0
Sandung Lamur Asam Manis dengan Bawang Merah dan Kentang,509.0,11.5,75.2,16.0,100.0
"Pasta Musim Panas dengan Zaitun, Paprika Panggang, dan Caper",509.0,12.2,71.2,20.0,100.0
Quesadillas Keju dan Hominy dengan Salsa Tropis,508.0,9.8,48.8,22.0,100.0
Gratin Kentang Keemasan Yukon dengan Lobak & Parmesan,508.0,6.0,26.0,11.0,100.0
Nasi Pedas dengan Udang dan Paprika,508.0,4.2,48.5,29.0,100.0
Trail Mix,508.0,14.3,62.0,11.0,100.0
Bakso dengan Bulgur dalam Saus Bawang dan Tomat (Voli Me Plyguri),508.0,9.7,28.2,29.0,100.0
Gazpacho,507.0,9.8,47.2,12.0,100.0
Kentang dan Sosis dengan Peterseli,507.0,10.4,46.0,20.0,100.0
"Salad Mie Asia dengan Terong, Kacang Polong Gula, dan Saus Jeruk Nipis",507.0,1.7,74.8,16.0,100.0
Tortilla Spanyol Kangkung dan Kentang,507.0,12.9,20.2,12.0,100.0
Sushi Nasi Merah Quinoa,507.0,7.6,66.8,15.0,100.0
Fajitas Daging Sapi Tusuk,507.0,18.1,24.8,30.0,100.0
Steak Pizzaiola,507.0,23.8,11.2,30.0,100.0
Telur Dadar Keju Herba dan Zucchini,507.0,13.9,11.0,28.0,100.0
Penne dengan Herbed Zucchini dan Keju Kambing,506.0,19.4,72.8,20.0,100.0
Linguine dan Zucchini dengan Saus Bagna Cauda,506.0,7.5,61.8,13.0,100.0
Sandwich Wortel dan Keju Kambing Maroko dengan Tapenade Zaitun Hijau,506.0,20.0,43.8,13.0,100.0
Nasi Liar dengan Ikan Asap dan Kacang Polong,506.0,11.9,51.5,30.0,100.0
Sup Jagung dan Lobster,506.0,4.6,39.0,29.0,100.0
Tumis Tahu dan Daun Bawang dengan Daging Sapi Giling,506.0,7.8,21.8,35.0,100.0
Keju Kambing Provencal dan Souffle Herba,506.0,16.6,16.2,27.0,100.0
Paella,505.0,9.6,52.5,13.0,100.0
Mangkuk Smoothie Super Hijau dengan Matcha dan Jahe,505.0,4.1,28.5,10.0,100.0
Burger Portobello Panggang dengan Piquillo Pepper Aïoli dan Selada Air,505.0,13.9,37.2,17.0,100.0
Sloppy Tacos,505.0,5.9,40.0,39.0,100.0
Burger Domba Mint,505.0,27.4,19.5,28.0,100.0
"Terong Panggang, Sandwich dengan Lemon Aïoli, Feta, dan Mint",505.0,6.9,57.0,13.0,100.0
Gumbo Sosis Udang dan Andouille,505.0,1.1,19.2,35.0,100.0
Chiles Anchos Rellenos De Queso (Ancho Chiles Isi Keju),505.0,12.8,16.5,22.0,100.0
French Toast Pisang-Kayu Manis,505.0,1.0,50.8,17.0,100.0
Sup Sayuran Panggang Pedas dengan Tortilla Panggang,505.0,10.8,84.0,13.0,100.0
Ayam Madu-Jeruk,504.0,0.1,25.8,71.0,100.0
Pappardelle dengan Ragù Ayam dan Jamur,504.0,19.5,13.5,27.0,100.0
"Udang, Lobster, dan Salad Bengkuang",504.0,9.9,10.5,84.0,100.0
Daging Sapi Muda dengan Saus Tomat-Jeruk-Basil,504.0,0.8,13.5,36.0,100.0
Casserole Ayam dan Sayuran Meksiko,504.0,19.7,14.0,31.0,100.0
Lelehan Tuna Zaitun dan Adas,504.0,4.7,23.2,33.0,100.0
Telur Goreng Di Atas Salad Lentil Hangat dengan Lardon,504.0,11.6,30.5,28.0,100.0
"Fettuccine dengan Asparagus, Pesto Hijau Bit, dan Telur Rebus",504.0,1.6,74.8,22.0,100.0
Ayam Lemon Kulit Parmesan,504.0,19.7,21.2,62.0,100.0
Buncis Berbumbu Tomat,504.0,5.8,52.8,17.0,100.0
Lentil San Stefano,504.0,8.5,59.8,19.0,100.0
Kemplang goreng,504.0,14.5,57.1,5.6,100.0
"Salad Ayam dengan Lentil, Kacang Polong, dan Mint",503.0,2.4,37.2,48.0,100.0
Burger Tuna Niçoise,503.0,29.8,32.2,35.0,100.0
Hashbrown Cabai Hijau,503.0,10.3,44.0,12.0,100.0
Polenta Dilapisi Kubis dan Sosis,503.0,7.2,10.0,19.0,100.0
Steak Flap Sirloin Panggang,503.0,16.5,13.5,47.0,100.0
Salmon yang Diasinkan Miso dengan Jeruk dan Shiitake,502.0,1.6,10.0,39.0,100.0
Kakap Merah Serpihan Nasi dengan Saus Cabai Panggang,502.0,13.1,24.8,40.0,100.0
Enchilada Keju dengan Saus Tomatillo-Cabai Hijau,502.0,12.9,34.5,28.0,100.0
Enchilada Ayam Berlapis dengan Saus Tomatillo-Ketumbar,502.0,11.5,27.2,42.0,100.0
Stew Daging Sapi Puerto Rico,502.0,19.4,63.2,33.0,100.0
Pasta Penne Panggang dengan Ragoût Jamur Liar,502.0,9.7,58.2,20.0,100.0
Zucchini Goreng dengan Bumbu dan Keju,502.0,12.9,19.0,12.0,100.0
Tumis Domba dan Jamur Shiitake,502.0,4.9,28.8,27.0,100.0
Salad Mangga dan Nasi Kelapa,502.0,6.5,62.8,11.0,100.0
Daging Sapi Rebus dengan Saus Tomat,502.0,1.0,24.2,45.0,100.0
"Bulgur dengan Daun Bawang, Cranberry, dan Almond",501.0,7.9,66.5,16.0,100.0
Acar Udang dan Sayuran,501.0,7.5,67.2,13.0,100.0
Ricotta Gelato dengan Saus Blackberry,501.0,7.7,71.8,13.0,100.0
Mie Kacang dengan Sayuran Jahe dan Tahu,501.0,14.2,51.8,24.0,100.0
Pie Bawang Vidalia,500.0,29.3,37.5,11.0,100.0
Tart Daun Bawang Belgia dengan Keju Kambing Tua (Flamiche Aux Poireaux),500.0,15.2,27.2,10.0,100.0
Sandwich Ayam Panggang dan Sayuran dengan Mayones Tarragon,500.0,15.9,43.5,14.0,100.0
Pilaf Lentil-dan-Nasi Lebanon dengan Bawang Hitam,500.0,10.0,70.8,16.0,100.0
Nasi Goreng Cina Deluxe,500.0,9.9,51.8,17.0,100.0
"Stew Daging Sapi dengan Kentang, Tomat, dan Oregano",500.0,13.8,47.8,39.0,100.0
"Pasta dengan Udang, Tomat, dan Bawang Putih",500.0,6.7,83.0,15.0,100.0
Japilus,500.0,6.1,67.3,1.2,100.0
Kerang dengan Hazelnut dan Vinaigrette Mentega Kecokelatan,500.0,8.9,13.0,31.0,100.0
Paella Cepat,500.0,11.1,66.2,25.0,100.0
Tri-Tip Diasinkan dengan Saus Mustard Cina dan Daun Bawang Panggang dan Jamur,500.0,6.2,25.8,43.0,100.0
Tiram Panggang dengan Jagung Jalapeño Salsita,500.0,6.4,50.5,25.0,100.0
Ikan Fajitas,499.0,7.5,32.2,34.0,100.0
Strata Keju Cheddar dan Paprika Merah,499.0,12.6,28.8,24.0,100.0
"Strata Cheddar, Sayur dan Sosis",499.0,11.9,25.5,25.0,100.0
"Kentang, Bawang Karamel, dan Gratin Keju Kambing",499.0,19.1,64.8,15.0,100.0
Mie Benang Kacang dengan Daging Sapi dan Pir Asia,499.0,18.1,43.8,27.0,100.0
Dada Bebek dan Salad Frisee,499.0,2.7,25.0,21.0,100.0
Ikan Dorade dengan Kentang dan Saus Tomat Meledak,498.0,11.8,31.0,44.0,100.0
Ayam Panggang dengan Bawang dan Kecap,498.0,11.4,14.8,49.0,100.0
Salad pasta Tuna,498.0,9.3,48.2,20.0,100.0
Peyek kacang uci,497.0,6.3,50.8,17.0,100.0
Flan Krim Keju,497.0,9.5,67.2,12.0,100.0
Sup Bayam dan Kerang,497.0,3.7,12.8,26.0,100.0
Salad Minestrone,497.0,6.5,66.8,17.0,100.0
"Bass Bergaris dengan Swiss Chard, Chestnut, dan Vinaigrette Delima",497.0,7.1,35.5,28.0,100.0
Pita Ayam Berbumbu Shawarma dengan Saus Tahini-Yogurt,497.0,19.6,26.0,42.0,100.0
Hash Daging Kornet dengan Telur Goreng,497.0,9.3,47.8,18.0,100.0
Salad Pasta Caesar,497.0,9.6,59.8,15.0,100.0
Roti Panettone dan Pudding Mentega,496.0,22.2,69.2,12.0,100.0
Ikan Utuh Panggang Korsika dengan Remah Roti dan Ikan Teri,496.0,8.3,21.5,62.0,100.0
Kari Salad Ayam,496.0,3.8,23.0,29.0,100.0
Salad Kacang Garbanzo dengan Tomat dan Cabai Chipotle,495.0,4.8,51.8,18.0,100.0
Spaghetti Gandum Utuh dengan Keju Kambing dan Arugula,495.0,9.8,45.8,24.0,100.0
Linguine dengan Terong,495.0,1.5,68.2,15.0,100.0
Mie Soba Pedas dengan Shiitake dan Kubis,495.0,11.1,55.5,21.0,100.0
Ikan Mahi-Mahi dengan Kerak Kacang Macadamia,495.0,8.9,11.5,29.0,100.0
"Farfalle dengan Jamur Hutan, Kacang Polong, dan Peterseli",495.0,10.2,46.5,12.0,100.0
Sup Ayam Vietnam dengan Nasi,494.0,2.8,54.8,26.0,100.0
Linguine dengan Kerang dalam Saus Kacang Hitam,494.0,5.9,80.2,14.0,100.0
Tostadas Salad Udang dengan Tomat dan Mentimun,494.0,3.7,29.2,11.0,100.0
Kue Kepiting Lemon Pedas dengan Campuran Sayuran,494.0,19.7,20.8,24.0,100.0
Labu Butternut Panggang dengan Tomat dan Kacang Pinus,494.0,6.1,49.5,11.0,100.0
Roti Pipih Bawang-Adas,494.0,17.0,78.8,11.0,100.0
"Stew Sumo (Chanko Nabe) dengan Udang, Bakso, dan Bok Choy",494.0,3.4,50.2,35.0,100.0
Ayam Marsala dengan Sage,494.0,16.0,14.5,55.0,100.0
Keju Halloumi Mendesis dengan Kacang Fava dan Mint,493.0,14.4,22.0,27.0,100.0
"Lasagna Merah, Putih, dan Hijau",493.0,9.2,41.2,28.0,100.0
Pasta Halloween Hitam dan Oranye,493.0,9.9,83.2,13.0,100.0
Ayam Panggang Balsamic dan Tomat,493.0,14.6,34.0,42.0,100.0
Salad Daging Sapi Teriyaki Hangat,493.0,9.8,13.0,45.0,100.0
Kari Cepat,493.0,6.3,17.8,38.0,100.0
Kue Tart Sayuran Musim Panas,493.0,12.0,32.5,12.0,100.0
Bubur Jagung Maverick,492.0,7.0,36.2,26.0,100.0
"Tart Endif, Stilton, dan Pir",492.0,8.8,41.0,10.0,100.0
"Ayam Panggang dengan Brokoli Rabe, Kentang Fingerling, dan Jus Bawang Putih-Peterseli",492.0,10.2,28.8,47.0,100.0
Krep California Selatan,492.0,5.3,24.0,27.0,100.0
Biskuit ala Rumahan dengan Kuah Jamur Shiitake,492.0,27.6,59.0,10.0,100.0
"Mie Soba dengan Sayuran, Tahu Renyah, dan Biji Wijen Panggang",492.0,14.1,56.0,22.0,100.0
Pissaladiere,491.0,6.8,62.2,11.0,100.0
Lamb Rack Panggang dengan Saus Mint,491.0,11.2,54.0,17.0,100.0
Kacang Merah dan Nasi a la New Orleans dengan Sosis Fulcher,491.0,7.0,47.8,30.0,100.0
Dada Ayam dengan Daun Bawang dan Jamur,491.0,18.8,26.5,40.0,100.0
Tumis Ayam dengan Saus Jambu Biji,491.0,2.3,30.8,56.0,100.0
Stew Seafood dengan Adas dan Timi,490.0,6.9,25.0,57.0,100.0
Sup Lentil Sayur,490.0,2.4,64.2,20.0,100.0
Sup Kari Kacang Tanah,490.0,0.1,39.2,18.0,100.0
Pain Perdu Parmesan Gurih dengan Telur Rebus dan Sayuran,490.0,0.5,23.5,27.0,100.0
Potsticker Ayam dan Herba dengan Saus Mint-Cabai,490.0,12.7,25.0,12.0,100.0
Gratin Kacang Putih dan Selada Air,490.0,10.6,64.0,27.0,100.0
Sup Kerang Nantucket,490.0,4.6,14.5,27.0,100.0
Kerang Panggang dengan Topping Remah Roti Herbed,490.0,9.1,55.2,29.0,100.0
Pai Jeruk Nipis Kunci,490.0,1.1,64.2,11.0,100.0
Ayam Rebus dengan Bawang dan Bumbu,490.0,1.9,11.8,50.0,100.0
Pukulan Kacang,490.0,10.3,30.2,18.0,100.0
Sup Labu Musim Dingin dengan Gruyère Crouton,490.0,1.9,63.0,19.0,100.0
Hati Anak Sapi dengan Apel dan Bawang,490.0,0.0,25.2,41.0,100.0
Filet Mignon dengan Saus Stroganov,489.0,7.1,44.8,19.0,100.0
Spaghetti dengan Saus Tomat Tanpa Masak dan Hazelnut,489.0,6.7,72.2,14.0,100.0
Pizza Domba Pedas dengan Peterseli–Salad Bawang Merah,489.0,3.4,36.0,21.0,100.0
Orecchiette dengan Ragù Bebek Berbumbu,489.0,14.0,45.2,23.0,100.0
Ikan Cod yang Diasinkan Miso dengan Cuka Balsamic dan Grapefruit,489.0,0.9,37.0,38.0,100.0
Steak Diane,489.0,10.3,27.5,43.0,100.0
"Makanan Laut, Alpukat, dan Salad Hati Palm",489.0,9.9,10.5,24.0,100.0
Taco Skirt Steak Panggang dengan Acar Jagung,489.0,18.7,33.5,28.0,100.0
"Orecchiette dengan Jagung, Kemangi, dan Kacang Pinus",488.0,11.0,67.5,14.0,100.0
"Sup Kentang, Cheddar, dan Kucai",488.0,3.6,72.8,20.0,100.0
Kerang Kukus Thailand Pedas,488.0,1.9,25.5,47.0,100.0
Smorgastarta,488.0,7.6,24.0,17.0,100.0
"Ragoût Daging Sapi, Wortel, dan Kastanye",488.0,14.4,32.0,45.0,100.0
Sup Kacang Hitam,488.0,2.0,45.0,14.0,100.0
Puding Roti Kismis Pinto dengan Apel dan Keju,488.0,18.8,76.0,10.0,100.0
Salad Cavatelli dengan Artichoke dan Keju Kambing,487.0,7.1,49.2,14.0,100.0
Pasta Salad dengan Tomat dan Jagung,487.0,6.1,54.0,16.0,100.0
Ayam Kreol dan Okra Gumbo,487.0,17.4,17.0,26.0,100.0
Salad Pasta Dasi Kupu-Kupu Asia dengan Udang dan Sayuran,487.0,7.7,53.2,19.0,100.0
"Tsimmes dengan Bit, Lobak, dan Daging Sapi",487.0,14.2,29.0,50.0,100.0
Tortilla Panggang dengan Keju Kambing Herbed,487.0,15.1,48.8,19.0,100.0
Tumis Polenta dengan Sosis Italia Manis dan Brokoli Rabe,487.0,9.9,50.0,29.0,100.0
Kue Salmon dengan Saus Yogurt Lemon,487.0,25.2,12.8,28.0,100.0
"Salad Kacang Hitam, Jagung, dan Tomat",486.0,6.9,62.5,23.0,100.0
Halibut dalam Hazelnut Romesco dengan Kentang,486.0,5.8,17.0,37.0,100.0
Kue Ejaan Espresso Coklat,486.0,18.9,64.2,10.0,100.0
Salad Couscous dengan Udang dan Mint,486.0,2.8,50.5,26.0,100.0
"Kebab Ayam, Jamur, dan Bok Choy",486.0,9.4,10.8,23.0,100.0
Ikan Trout dengan Salsa Buah Tropis dan Campuran Sayuran,486.0,6.0,18.8,33.0,100.0
Gumbo Makanan Laut Eula Mae,486.0,9.3,25.0,38.0,100.0
Keripik ubi,486.0,8.4,67.6,0.2,100.0
Keripik lampung,485.0,11.4,69.7,1.7,100.0
"Ziti Panggang dengan Jamur, Paprika, dan Parmesan",485.0,11.4,56.2,20.0,100.0
"Lentil, Kacang Garbanzo, dan Salad Tomat",484.0,2.0,57.2,21.0,100.0
"Campanelle dengan Kacang Putih, Lemon, dan Burrata",484.0,14.5,74.5,24.0,100.0
"Halibut Panggang, Terong, dan Baby Bok Choy dengan Saus Barbekyu Korea",484.0,11.0,35.0,41.0,100.0
Crepes Makanan Laut Kari,484.0,6.5,50.5,30.0,100.0
Ikan Bass dengan Saus Paprika Panggang Pedas,484.0,7.5,15.5,38.0,100.0
Bulgogi Domba dengan Saus Pir Asia,484.0,12.7,33.2,18.0,100.0
Kentang Isi Bawang Putih Cheddar,484.0,10.4,44.2,16.0,100.0
Ikan Todak Panggang dengan Mentega Jeruk Nipis Ketumbar,484.0,9.9,14.8,41.0,100.0
Bourguignon Daging Sapi,483.0,16.6,33.0,45.0,100.0
Torte Almond-Lemon dengan Stroberi Segar,483.0,6.8,38.0,13.0,100.0
Salad Steak Musim Panas dengan Saus Jahe-Jeruk Nipis,483.0,1.2,16.8,32.0,100.0
Gratin Bayam dan Daun Bawang dengan Topping Remah Roquefort,483.0,17.2,33.5,13.0,100.0
Tumis Seafood Meksiko dengan Salsa Alpukat-Mangga,483.0,4.3,28.5,27.0,100.0
Hot Pot Ayam Asia dengan Saus Wijen dan Bawang Putih,482.0,8.6,31.5,35.0,100.0
Ayam Asap Kari dan Salad Nasi Liar,482.0,1.5,38.0,24.0,100.0
Arugula dan Ravioli Keju Kambing,482.0,15.6,34.2,12.0,100.0
Roti Panggang Tuscan dan Salad Kacang Putih,481.0,7.3,47.8,14.0,100.0
Ikan Bass Berglazur dengan Saus Mentega Jahe,481.0,8.7,23.0,14.0,100.0
Salad Pasta dengan Gibb Terong Panggang,481.0,6.6,55.2,11.0,100.0
"Penne Gaya Yunani dengan Domba, Parsnip, Tomat, dan Kayu Manis",481.0,9.7,69.5,17.0,100.0
Bubur Jagung Sosis Keju,481.0,13.0,27.5,23.0,100.0
Keripik singkong berbumbu,481.0,7.0,73.6,2.2,100.0
Lentil Merah dan Kari Tahu,481.0,10.9,33.0,31.0,100.0
Ayam dengan Bawang Bayi,481.0,14.8,11.5,30.0,100.0
Tusuk Sate Domba Panggang dengan Bumbu Mint Pedas,481.0,12.3,28.8,33.0,100.0
Ayam Parmesan dengan Campuran Baby Greens,481.0,16.5,18.2,48.0,100.0
Rigatoni dengan Keju Gorgonzola,481.0,12.4,50.8,20.0,100.0
French Toast a la Restoran,481.0,13.7,44.5,15.0,100.0
Napoleon Dari Kepiting dan Apel,481.0,0.3,28.5,22.0,100.0
Kue Krim Stroberi,481.0,28.0,65.2,10.0,100.0
Kacang negara (Kalimantan),480.0,5.8,58.5,18.4,100.0
Salad Ayam Panggang dan Mangga dengan Yogurt,480.0,15.8,16.0,59.0,100.0
Quesadillas Keju Kambing dengan Saus Cabai Merah Panggang,480.0,19.5,44.0,13.0,100.0
Pasta E Fagioli Con Salsicce (Pasta dan Kacang dengan Sosis),480.0,1.6,61.2,25.0,100.0
Lasagna Asparagus,480.0,5.5,38.2,30.0,100.0
Salad Orzo dengan Sayuran dan Rempah-rempah,480.0,3.4,59.5,11.0,100.0
"Ayam Rebus dengan Tomat, Zaitun, dan Kacang Hijau",480.0,0.8,14.0,52.0,100.0
Salad Mediterania dengan Buncis dan Arugula,479.0,7.0,32.5,22.0,100.0
Boeuf Bourguignon,479.0,7.9,23.8,42.0,100.0
Risotto Herba Hijau,479.0,8.0,66.0,11.0,100.0
Sup Kacang Putih dan Escarole dengan Polenta Pedas,479.0,2.1,44.0,15.0,100.0
Kacang bogor goreng,479.0,10.9,58.9,12.7,100.0
Keripik singkong,478.0,12.4,72.0,0.9,100.0
Ayam Cabai Verde,478.0,9.1,29.2,25.0,100.0
Bahu Daging Sapi Direbus dengan Gremolata dan Salad Tomat-Zaitun,478.0,1.4,13.0,57.0,100.0
Serimping Talas Kebumen,478.0,6.5,69.2,2.5,100.0
Medley Sayuran Musim Semi yang Direbus,478.0,0.5,61.0,18.0,100.0
Tuna Tonnato dengan Salad Terong,478.0,5.1,26.8,32.0,100.0
Tumis Ayam dan Kacang Mete,477.0,9.6,12.0,24.0,100.0
Tumis Ayam Wijen dan Shiitake,477.0,5.8,17.5,41.0,100.0
"Turnover Puff Pastry dengan Udang, Kerang, dan Bayam",477.0,26.3,33.0,12.0,100.0
"Sup Sosis Asap, Kangkung, dan Kentang",477.0,0.0,53.8,25.0,100.0
Kue Kepiting Louisiana,477.0,12.6,22.5,27.0,100.0
Fettuccine Kerang dan Bayam dengan Saus Krim Paprika Merah,477.0,12.1,63.5,22.0,100.0
Spageti dengan Tomat dan Pesto Kenari,477.0,14.2,70.8,17.0,100.0
Kebab Ayam Siram Kecap Asin dengan Taburan Wijen-Jeruk,477.0,0.0,28.0,26.0,100.0
Burger Koboi,476.0,26.4,35.5,25.0,100.0
Cod Panggang dengan Adas dan Jeruk,476.0,8.6,34.0,40.0,100.0
Sayuran Musim Gugur Layu dengan Vinaigrette Mustard Madu,476.0,14.9,41.5,10.0,100.0
Penne dengan Sosis dan Saus Tomat,476.0,9.2,68.0,24.0,100.0
Kentang Tumbuk Keju Kambing dengan Daun Bawang dan Daun Bawang,476.0,18.2,60.2,16.0,100.0
Couscous Berbumbu dengan Kismis dan Almond,476.0,9.9,60.8,11.0,100.0
Polenta Cheddar Putih dengan Tumis Sayuran dan Portobello Panggang Bawang Putih,476.0,6.5,37.8,16.0,100.0
Salad Niçoise Orzo,476.0,9.4,54.2,22.0,100.0
Kerupuk mie kuning,476.0,5.4,71.3,0.1,100.0
"Tumis Ayam dengan Saus Parsnip, Apel, dan Sherry Pan",475.0,2.3,16.5,46.0,100.0
"Lasagna Bawang, Peterseli, dan Fontina",475.0,4.0,41.0,17.0,100.0
Roti Sendok Tepung Jagung dan Kangkung dengan Paprika Merah,475.0,28.5,32.5,21.0,100.0
Kari Daging Sapi,475.0,10.4,36.2,42.0,100.0
"Fettuccine dengan Brokoli Rabe, Tomat, dan Ricotta",475.0,7.7,47.8,17.0,100.0
Udang dan Kerang dengan Terong Asia,474.0,4.2,15.5,31.0,100.0
Sie Reuboh,474.0,8.8,11.7,11.2,100.0
Risotto dengan Labu dan Pancetta,474.0,6.6,67.2,13.0,100.0
Intip goreng (Klaten),474.0,11.1,62.3,7.6,100.0
Paprika Hijau Isi Daging Cincang,474.0,6.4,17.5,29.0,100.0
Ikan Lele dengan Krim Lemon Herbed,473.0,7.3,20.5,28.0,100.0
Usus ayam goreng,473.0,27.3,13.9,45.2,100.0
Salmon Mengkilap Madu dan Kedelai,473.0,9.3,19.2,36.0,100.0
Burger Bintang Quinoa,473.0,23.6,55.5,11.0,100.0
Tumis Udang dan Mie,473.0,8.4,59.0,21.0,100.0
Steak Gantungan Panggang dengan Salad Mentimun,472.0,22.4,20.5,39.0,100.0
Sayuran dan Telur Rebus dengan Krim Ikan Teri,472.0,3.2,31.0,15.0,100.0
Biskuit Sage Buttermilk dengan Sosis dan Cheddar,472.0,15.0,27.0,19.0,100.0
Tumis Ayam dan Sayur di Atas Segitiga Polenta Berbumbu,472.0,2.8,25.2,32.0,100.0
Salmon dengan Kedelai-Madu dan Saus Wasabi,472.0,5.4,30.2,36.0,100.0
Purée Kentang dan Keju,472.0,13.4,29.5,21.0,100.0
Ribollita dengan Sosis Italia,471.0,5.1,39.0,36.0,100.0
Sup Ayam-Orecchiette dengan Ketumbar dan Lemon,471.0,2.7,44.8,37.0,100.0
Puding Roti Gurih dengan Jamur dan Keju Parmesan,471.0,26.0,27.2,14.0,100.0
Sup Kembang Kol dengan Crouton Thyme,471.0,3.9,26.0,13.0,100.0
Renggi Goreng,471.0,12.2,64.1,4.7,100.0
Kari Lentil Merah Kelapa,471.0,11.8,39.8,15.0,100.0
Salad Pasta Sayuran Panggang dengan Vinaigrette Peterseli,471.0,6.5,53.8,10.0,100.0
"Salmon, Kerang, dan Kacang Terrine",471.0,2.9,14.2,36.0,100.0
"Steak Terong dengan Ragoût Labu, Tomat, dan Jamur",470.0,16.2,49.0,10.0,100.0
Bakso Kari,470.0,12.6,14.8,24.0,100.0
Sandwich Steak dan Boursin,470.0,14.6,16.2,36.0,100.0
Fricassée Ayam dengan Kacang Polong Hitam dan Bayam,470.0,18.3,25.8,49.0,100.0
Hash Flanel Biru dan Merah,470.0,11.4,36.2,25.0,100.0
Salad Ayam dengan Ketumbar dan Jahe,470.0,9.8,11.5,34.0,100.0
Rigatoni dengan Keju dan Sosis Italia,470.0,10.0,51.0,17.0,100.0
Bubur Bergaya Vegetarian (Xi-Fan),469.0,13.7,77.0,11.0,100.0
Ayam dengan Bok Choy dan Baby Jagung,469.0,8.4,28.2,26.0,100.0
Hash Kerang Herba,469.0,3.9,42.5,32.0,100.0
Tagliatelle dengan Ragù Bebek,469.0,10.1,58.5,34.0,100.0
"Lapisan Kacang Putih, Tuna, dan Saus Sayur",469.0,11.2,29.0,50.0,100.0
Terrine Ikan,469.0,7.9,22.0,39.0,100.0
Salmon Asap dengan Saus Krim Asam-Caper,469.0,7.5,63.0,25.0,100.0
Tumis Sosis dan Sayur dengan Telur,468.0,9.0,22.8,20.0,100.0
Mie goreng,468.0,14.8,62.4,7.6,100.0
Veal Scallops dengan Jamur dan Rempah-rempah,468.0,14.9,29.5,20.0,100.0
Fontina Panggang dengan Artichoke dan Jamur,468.0,11.1,32.2,24.0,100.0
Kafe Brenda Cabai Sayur Kacang Hitam,468.0,14.7,42.5,25.0,100.0
Pie Sayur Akar dan Jamur dengan Topping Biskuit Rosemary,468.0,27.8,62.0,10.0,100.0
Salad Kepiting Ketumbar-Jeruk Nipis dalam Bagian Alpukat,467.0,5.6,10.5,23.0,100.0
Tumis Ayam di Atas Bayam Layu dengan Saus Kumquat,467.0,6.2,27.2,40.0,100.0
Bayam dan Gratin Cabai Merah Panggang,467.0,17.0,12.0,17.0,100.0
Salad Kentang dan Keju Biru,467.0,5.6,32.5,10.0,100.0
Bebek Berlapis Balsamic Fig dengan Bawang Mutiara dan Hash Pir,467.0,9.4,47.2,38.0,100.0
Sup Kerang Asap,466.0,2.7,26.8,38.0,100.0
Pai Tomat dan Cheddar,466.0,7.8,33.8,13.0,100.0
Dada Ayam Panggang Thyme dengan Kuah Morel-Madeira,466.0,16.4,21.5,41.0,100.0
"Salad Kepiting, Mangga, dan Alpukat dengan Saus Jeruk",466.0,4.6,36.0,31.0,100.0
Kakap Merah dengan Saus Tomat-Paprika Kental,466.0,9.0,29.8,44.0,100.0
"Ubi Jalar, Swiss Chard, dan Quinoa Gratin",466.0,10.8,73.2,14.0,100.0
"Salad Pasta dengan Mozzarella, Tomat Kering, dan Zaitun",466.0,6.8,46.8,18.0,100.0
Kerang Au Gratin,466.0,9.1,21.0,19.0,100.0
Salad Ayam Panggang Persik,465.0,11.7,14.5,41.0,100.0
Alpukat dan Salsa Kacang Putih,465.0,12.1,56.8,19.0,100.0
Tumis Udang Singapura,465.0,9.0,19.2,25.0,100.0
Rebusan Daging Sapi Kari,465.0,0.8,25.2,64.0,100.0
Ikan Bass dengan Saus Selada Air,465.0,7.1,10.5,45.0,100.0
"Linguine dengan Zucchini, Wortel, dan Campuran Herb Pesto",465.0,9.4,65.2,15.0,100.0
Borscht Ukraina Isi Daging,464.0,14.0,35.2,38.0,100.0
Souffle Coklat-Raspberry,464.0,9.0,37.5,11.0,100.0
Kecimpring singkong,464.0,8.0,73.0,1.2,100.0
